patient_id,species,admission_date,final_date,status,found_city,found_state,found_county,new_location,stay_length,admit_year,admit_month
2019-0618,BLJA,2019-06-12,2019-07-17,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",35,2019,6
2019-0619,BLJA,2019-06-12,2019-07-17,R,Indian Trail,NC,Union,"UNION COUNTY, NC",35,2019,6
2019-0620,BLJA,2019-06-12,2019-07-17,R,Indian Trail,NC,Union,"UNION COUNTY, NC",35,2019,6
2019-0621,BLJA,2019-06-12,2019-07-17,R,Indian Trail,NC,Union,"UNION COUNTY, NC",35,2019,6
2019-0622,RBWO,2019-06-12,2019-06-30,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",18,2019,6
2019-0623,RBWO,2019-06-12,2019-06-19,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",7,2019,6
2019-0624,CORA,2019-06-12,2019-07-11,R,Cullowhee,NC,Jackson,"JACKSON COUNTY, NC",29,2019,6
2019-0625,GHOW,2019-06-12,2019-07-02,T,Ehrhardt,SC,Bamberg,SC,20,2019,6
2019-0626,DOWO,2019-06-12,2019-06-18,E,Boone,NC,Watauga,"WATAUGA COUNTY, NC",6,2019,6
2019-0693,TECA,2019-06-18,2020-04-19,D,Marion,NC,McDowell,"MCDOWELL COUNTY, NC",306,2019,6
2019-0627,BLJA,2019-06-12,2019-07-17,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",35,2019,6
2019-0781,SYFL,2019-06-25,2019-06-25,D24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",0,2019,6
2019-0717,ELOB,2019-06-20,2019-09-09,R,Tuxedo,NC,Henderson,"HENDERSON COUNTY, NC",81,2019,6
2019-0628,AMCR,2019-06-13,2019-09-03,R,Newland,NC,UNKNOWN,"UNKNOWN COUNTY, NC",82,2019,6
2019-0629,MODO,2019-06-13,2019-07-08,R,West Jefferson,NC,Ashe,"ASHE COUNTY, NC",25,2019,6
2019-0630,NOFL,2019-06-13,2019-06-16,D,Canton,NC,Haywood,"HAYWOOD COUNTY, NC",3,2019,6
2019-0631,BARS,2019-06-13,2019-06-13,D24,Maggie Valley,NC,Buncombe,"BUNCOMBE COUNTY, NC",0,2019,6
2019-0632,CAWR,2019-06-13,2019-06-15,D,Weaverville,NC,UNKNOWN,"UNKNOWN COUNTY, NC",2,2019,6
2019-0633,HAWO,2019-06-13,2019-06-24,R,Canton,NC,Haywood,"HAYWOOD COUNTY, NC",11,2019,6
2019-0634,AMRO,2019-06-13,2019-07-16,R,Waynesville,NC,Haywood,"HAYWOOD COUNTY, NC",33,2019,6
2019-0635,AMRO,2019-06-13,2019-07-16,R,Waynesville,NC,UNKNOWN,"UNKNOWN COUNTY, NC",33,2019,6
2019-0636,AMCR,2019-06-13,2019-09-03,R,Tryon,NC,Buncombe,"BUNCOMBE COUNTY, NC",82,2019,6
2019-0637,RTHA,2019-06-13,2019-08-09,R,Barnardsville,NC,Buncombe,"BUNCOMBE COUNTY, NC",57,2019,6
2019-0638,BLJA,2019-06-13,2019-06-13,D24,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",0,2019,6
2019-0657,ODVI,2019-06-15,2019-06-15,T,,NC,Avery,"AVERY COUNTY, NC",0,2019,6
2019-0639,RSHA,2019-06-13,2019-06-13,E24,Sylva,NC,Jackson,"JACKSON COUNTY, NC",0,2019,6
2019-0640,SCCA,2019-06-13,2019-06-14,E24,Fairview,NC,Buncombe,"BUNCOMBE COUNTY, NC",1,2019,6
2019-0641,YRWA,2019-06-13,2019-06-14,D24,Waynesville,NC,Haywood,"HAYWOOD COUNTY, NC",1,2019,6
2019-0642,TAST,2019-06-13,2019-06-13,E24,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",0,2019,6
2019-0643,DIVI,2019-06-13,2019-06-21,E,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",8,2019,6
2019-0644,CAWR,2019-06-13,2019-07-16,R,McLeansville,NC,UNKNOWN,"UNKNOWN COUNTY, NC",33,2019,6
2019-0645,CAWR,2019-06-13,2019-07-16,R,McLeansville,NC,UNKNOWN,"UNKNOWN COUNTY, NC",33,2019,6
2019-0646,ODVI,2019-06-13,2019-06-14,T,Elk Park,NC,Avery,"AVERY COUNTY, NC",1,2019,6
2019-0647,GHOW,2019-06-13,2019-07-02,T,Valle Crucis,NC,Watauga,"WATAUGA COUNTY, NC",19,2019,6
2019-0648,HOFI,2019-06-14,2019-06-16,D,Todd,NC,Ashe,"ASHE COUNTY, NC",2,2019,6
2019-0649,CAWR,2019-06-14,2019-07-16,R,Morgonton,NC,Burke,"BURKE COUNTY, NC",32,2019,6
2019-0650,CAWR,2019-06-14,2019-07-22,R,Morgonton,NC,Burke,"BURKE COUNTY, NC",38,2019,6
2019-0651,CAWR,2019-06-14,2019-06-14,D24,Morgonton,NC,Burke,"BURKE COUNTY, NC",0,2019,6
2019-0652,GLVO,2019-06-14,2019-06-21,R,Roan Mountain,TN,UNKNOWN,TN,7,2019,6
2019-0734,ODVI,2019-06-21,2019-06-22,T,West Jefferson,NC,Ashe,"ASHE COUNTY, NC",1,2019,6
2019-0653,ODVI,2019-06-14,2019-06-14,T,Sugar Grove,NC,Watauga,"WATAUGA COUNTY, NC",0,2019,6
2019-0654,AMRO,2019-06-14,2019-07-16,R,Zionville,NC,Watauga,"WATAUGA COUNTY, NC",32,2019,6
2019-0655,HOWR,2019-06-14,2019-07-16,R,Boone,NC,Watauga,"WATAUGA COUNTY, NC",32,2019,6
2019-0656,EABL,2019-06-14,2019-06-15,D24,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",1,2019,6
2019-0658,BWHA,2019-06-15,2019-06-15,DOA,Cherokee,NC,Swain,"SWAIN COUNTY, NC",0,2019,6
2019-0659,BLJA,2019-06-15,2019-06-20,D,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",5,2019,6
2019-0660,AMCR,2019-06-15,2019-06-15,DOA,Bryson City,NC,Swain,"SWAIN COUNTY, NC",0,2019,6
2019-0661,BRTH,2019-06-15,2019-06-26,R,Fairview,NC,Buncombe,"BUNCOMBE COUNTY, NC",11,2019,6
2019-0662,DIVI,2019-06-15,2019-06-15,E24,Rutherfordton,NC,UNKNOWN,"UNKNOWN COUNTY, NC",0,2019,6
2019-0663,YBCU,2019-06-15,2019-06-15,D24,Morganton,NC,Burke,"BURKE COUNTY, NC",0,2019,6
2019-0664,TECA,2019-06-15,2019-07-31,R,Morganton,NC,Burke,"BURKE COUNTY, NC",46,2019,6
2019-0665,TECA,2019-06-15,2020-06-16,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",367,2019,6
2019-0666,NOCA,2019-06-15,2019-06-17,D,Boone,NC,Watauga,"WATAUGA COUNTY, NC",2,2019,6
2019-0667,SYFL,2019-06-15,2019-06-16,D,Spruce Pine,NC,Mitchell,"MITCHELL COUNTY, NC",1,2019,6
2019-0668,SYFL,2019-06-15,2019-06-16,D24,Spruce Pine,NC,Mitchell,"MITCHELL COUNTY, NC",1,2019,6
2019-0670,AMCR,2019-06-16,2019-09-03,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",79,2019,6
2019-0669,PIWO,2019-06-15,2019-06-19,D,Lansing,NC,Ashe,"ASHE COUNTY, NC",4,2019,6
2019-0671,MALL,2019-06-16,2019-07-30,T,Weaverville,NC,Buncombe,"BUNCOMBE COUNTY, NC",44,2019,6
2019-0672,ODVI,2019-06-17,2019-06-21,D,Beech Mountain,NC,Avery,"AVERY COUNTY, NC",4,2019,6
2019-0673,CAGO,2019-06-17,2019-06-17,D24,Morehead,NC,UNKNOWN,"UNKNOWN COUNTY, NC",0,2019,6
2019-0674,REVI,2019-06-17,2019-06-18,D24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",1,2019,6
2019-0675,PIWO,2019-06-17,2019-06-18,D24,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",1,2019,6
2019-0676,PIWO,2019-06-17,2019-06-17,D,Canton,NC,Haywood,"HAYWOOD COUNTY, NC",0,2019,6
2019-0677,NOCA,2019-06-17,2019-07-16,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",29,2019,6
2019-0678,HOFI,2019-06-17,2019-06-27,D,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",10,2019,6
2019-0679,NRWS,2019-06-17,2019-08-31,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",75,2019,6
2019-0680,EAPH,2019-06-17,2019-07-28,R,Wagnesville,NC,UNKNOWN,"UNKNOWN COUNTY, NC",41,2019,6
2019-0681,EAPH,2019-06-17,2019-07-28,R,Wagnesville,NC,UNKNOWN,"UNKNOWN COUNTY, NC",41,2019,6
2019-0682,TECA,2019-06-17,2019-08-14,R,Mills River,NC,Henderson,"HENDERSON COUNTY, NC",58,2019,6
2019-0683,ODVI,2019-06-17,2019-06-18,D24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",1,2019,6
2019-0684,BWHA,2019-06-17,2019-06-20,T,Asheville,NC,Henderson,"HENDERSON COUNTY, NC",3,2019,6
2019-0685,AMRO,2019-06-17,2019-09-23,E,Canton,NC,Haywood,"HAYWOOD COUNTY, NC",98,2019,6
2019-0686,BLJA,2019-06-17,2019-06-18,D24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",1,2019,6
2019-0824,SYFL,2019-06-28,2019-07-02,E,Newland,NC,Avery,"AVERY COUNTY, NC",4,2019,6
2019-0687,EAPH,2019-06-17,2019-07-28,R,Beech Mountain,NC,Watauga,"WATAUGA COUNTY, NC",41,2019,6
2019-0688,EAPH,2019-06-17,2019-07-28,R,Beech Mountain,NC,Watauga,"WATAUGA COUNTY, NC",41,2019,6
2019-0689,BRTH,2019-06-17,2019-07-16,R,Kannapolis,NC,Cabarrus,"CABARRUS COUNTY, NC",29,2019,6
2019-0690,DOWO,2019-06-17,2019-07-31,R,Boone,NC,Watauga,"WATAUGA COUNTY, NC",44,2019,6
2019-0923,RUGR,2019-07-06,2019-07-16,T,Linville,NC,Avery,"AVERY COUNTY, NC",10,2019,7
2019-0691,MODO,2019-06-18,2019-07-08,R,Newland,NC,Avery,"AVERY COUNTY, NC",20,2019,6
2019-0694,SYFL,2019-06-18,2019-06-19,D24,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",1,2019,6
2019-0695,TECA,2019-06-18,2019-06-27,R,Barnardsville,NC,Buncombe,"BUNCOMBE COUNTY, NC",9,2019,6
2019-0696,DOWO,2019-06-18,2019-08-10,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",53,2019,6
2019-0697,BLJA,2019-06-18,2019-07-17,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",29,2019,6
2019-0698,RODO,2019-06-18,2019-07-25,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",37,2019,6
2019-0699,RODO,2019-06-18,2019-07-25,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",37,2019,6
2019-0700,BLJA,2019-06-18,2019-06-20,D,Leicester,NC,Buncombe,"BUNCOMBE COUNTY, NC",2,2019,6
2019-0701,DIVI,2019-06-18,2019-06-20,E,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",2,2019,6
2019-0704,FICR,2019-06-19,2019-07-24,R,Indian Trail,NC,Union,"UNION COUNTY, NC",35,2019,6
2019-0702,ODVI,2019-06-18,2019-06-19,D24,Warrensville,NC,UNKNOWN,"UNKNOWN COUNTY, NC",1,2019,6
2019-0703,BEKI,2019-06-18,2019-06-26,D,Banner Elk,NC,Avery,"AVERY COUNTY, NC",8,2019,6
2019-0705,FICR,2019-06-19,2019-07-14,D,Huntersville,NC,Mecklenburg,"MECKLENBURG COUNTY, NC",25,2019,6
2019-0706,TAST,2019-06-19,2019-06-22,D,Banner Elk,NC,Avery,"AVERY COUNTY, NC",3,2019,6
2019-0707,WODU,2019-06-19,2019-07-02,T,Ronda,NC,Wilkes,"WILKES COUNTY, NC",13,2019,6
2019-0708,EASO,2019-06-19,2019-06-20,D24,Boone,NC,Watauga,"WATAUGA COUNTY, NC",1,2019,6
2019-0709,RTHA,2019-06-19,2019-06-20,E,Boone,NC,Watauga,"WATAUGA COUNTY, NC",1,2019,6
2019-0710,NOMO,2019-06-19,2019-07-24,R,Hendersonville,NC,Henderson,"HENDERSON COUNTY, NC",35,2019,6
2019-0711,AMRO,2019-06-19,2019-06-19,DOA,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",0,2019,6
2019-0712,DIVI,2019-06-19,2019-07-23,E,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",34,2019,6
2019-0714,ODVI,2019-06-19,2019-06-22,T,Boone,NC,Watauga,"WATAUGA COUNTY, NC",3,2019,6
2019-1436,SYFL,2019-10-09,2019-10-09,E24,Wilkesboro,NC,Wilkes,"WILKES COUNTY, NC",0,2019,10
2019-0715,SYFL,2019-06-20,2019-06-21,T,Alexander,NC,Buncombe,"BUNCOMBE COUNTY, NC",1,2019,6
2019-0716,NOMO,2019-06-20,2019-07-24,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",34,2019,6
2019-0718,SCJU,2019-06-20,2019-06-20,R,Boone,NC,Watauga,"WATAUGA COUNTY, NC",0,2019,6
2019-0719,CHSW,2019-06-20,2019-07-19,R,Wilkesboro,NC,Wilkes,"WILKES COUNTY, NC",29,2019,6
2019-0720,CHSW,2019-06-20,2019-07-11,D,Wilkesboro,NC,Wilkes,"WILKES COUNTY, NC",21,2019,6
2019-0721,CHSW,2019-06-20,2019-07-19,R,Wilkesboro,NC,Wilkes,"WILKES COUNTY, NC",29,2019,6
2019-0722,CHSW,2019-06-20,2019-07-19,R,Wilkesboro,NC,Wilkes,"WILKES COUNTY, NC",29,2019,6
2019-0962,MODO,2019-07-11,2019-07-14,D,Banner Elk,NC,Avery,"AVERY COUNTY, NC",3,2019,7
2019-0723,AMWO,2019-06-20,2019-06-20,D24,Boone,NC,Watauga,"WATAUGA COUNTY, NC",0,2019,6
2019-0724,ODVI,2019-06-20,2019-06-21,T,Boone,NC,Watauga,"WATAUGA COUNTY, NC",1,2019,6
2019-0725,ODVI,2019-06-20,2019-06-22,T,Vilas,NC,Watauga,"WATAUGA COUNTY, NC",2,2019,6
2019-0726,ODVI,2019-06-20,2019-06-21,T,Boone,NC,Watauga,"WATAUGA COUNTY, NC",1,2019,6
2019-0727,MAMO,2019-06-21,2019-06-22,E24,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",1,2019,6
2019-0728,EASO,2019-06-21,2019-08-19,R,Marion,NC,Mcdowell,"MCDOWELL COUNTY, NC",59,2019,6
2019-1265,SYFL,2019-08-20,2019-08-20,D24,Taylorsville,NC,Alexander,"ALEXANDER COUNTY, NC",0,2019,8
2019-0729,NRWS,2019-06-21,2019-07-28,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",37,2019,6
2019-0778,AMRO,2019-06-24,2019-08-01,R,Elk Park,NC,Avery,"AVERY COUNTY, NC",38,2019,6
2019-0730,NRWS,2019-06-21,2019-07-28,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",37,2019,6
2019-0731,NRWS,2019-06-21,2019-07-28,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",37,2019,6
2019-0732,NRWS,2019-06-21,2019-07-28,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",37,2019,6
2019-0733,ODVI,2019-06-21,2019-06-21,T,Blowing Rock,NC,Watauga,"WATAUGA COUNTY, NC",0,2019,6
2019-0735,AMRO,2019-06-21,2019-06-23,D,Vilas,NC,Watauga,"WATAUGA COUNTY, NC",2,2019,6
2019-0736,SYFL,2019-06-22,2019-07-01,R,Concord,NC,Cabarrus,"CABARRUS COUNTY, NC",9,2019,6
2019-0737,SYFL,2019-06-22,2019-07-01,R,Concord,NC,UNKNOWN,"UNKNOWN COUNTY, NC",9,2019,6
2019-0738,EASO,2019-06-22,2019-08-02,T,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",41,2019,6
2019-0828,GRCA,2019-07-01,2019-07-01,D24,Marion,NC,Mcdowell,"MCDOWELL COUNTY, NC",0,2019,7
2019-0739,ODVI,2019-06-22,2019-06-22,R,Foscoe,NC,Avery,"AVERY COUNTY, NC",0,2019,6
2019-0740,AMRO,2019-06-22,2019-07-16,R,roan mountain,TN,UNKNOWN,TN,24,2019,6
2019-0741,SYFL,2019-06-22,2019-06-25,T,North Wilkesboro,NC,Wilkes,"WILKES COUNTY, NC",3,2019,6
2019-0742,SYFL,2019-06-22,2019-06-25,T,North Wilkesboro,NC,Wilkes,"WILKES COUNTY, NC",3,2019,6
2019-0743,SYFL,2019-06-22,2019-06-25,T,North Wilkesboro,NC,Wilkes,"WILKES COUNTY, NC",3,2019,6
2019-0744,SYFL,2019-06-22,2019-06-25,T,North Wilkesboro,NC,Wilkes,"WILKES COUNTY, NC",3,2019,6
2019-0745,SYFL,2019-06-22,2019-06-25,T,North Wilkesboro,NC,Wilkes,"WILKES COUNTY, NC",3,2019,6
2019-0746,COGR,2019-06-22,2019-06-27,D,Boone,NC,Watauga,"WATAUGA COUNTY, NC",5,2019,6
2019-0747,CHSW,2019-06-22,2019-06-26,D,Lenoir,NC,Caldwell,"CALDWELL COUNTY, NC",4,2019,6
2019-0748,CHSW,2019-06-22,2019-07-19,R,Lenoir,NC,Caldwell,"CALDWELL COUNTY, NC",27,2019,6
2019-0749,CHSW,2019-06-22,2019-07-19,R,Lenoir,NC,Caldwell,"CALDWELL COUNTY, NC",27,2019,6
2019-0750,CHSW,2019-06-22,2019-06-28,D,Lenoir,NC,Caldwell,"CALDWELL COUNTY, NC",6,2019,6
2019-0751,CHSW,2019-06-22,2019-06-26,D,Lenoir,NC,Caldwell,"CALDWELL COUNTY, NC",4,2019,6
2019-0752,CHSW,2019-06-22,2019-07-19,R,Lenoir,NC,Caldwell,"CALDWELL COUNTY, NC",27,2019,6
2019-0788,SYFL,2019-06-26,2019-06-26,D24,Linville,NC,Avery,"AVERY COUNTY, NC",0,2019,6
2019-0753,ODVI,2019-06-23,2019-06-25,T,Boone,NC,Watauga,"WATAUGA COUNTY, NC",2,2019,6
2019-0754,ODVI,2019-06-23,2019-06-24,D24,Boone,NC,Watauga,"WATAUGA COUNTY, NC",1,2019,6
2019-0785,NOCA,2019-06-25,2019-07-08,R,Boone,NC,Watauga,"WATAUGA COUNTY, NC",13,2019,6
2019-0758,EAPH,2019-06-24,2019-06-26,D,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",2,2019,6
2019-0755,ODVI,2019-06-23,2019-06-23,D24,Boone,NC,Watauga,"WATAUGA COUNTY, NC",0,2019,6
2019-0756,ODVI,2019-06-23,2019-06-25,T,Blowing Rock,NC,Watauga,"WATAUGA COUNTY, NC",2,2019,6
2019-0757,BWHA,2019-06-23,2019-06-23,EOA,West Jefferson,NC,Ashe,"ASHE COUNTY, NC",0,2019,6
2019-0760,DIVI,2019-06-24,2019-07-07,E,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",13,2019,6
2019-0761,DIVI,2019-06-24,2019-07-04,D,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",10,2019,6
2019-0762,DIVI,2019-06-24,2019-07-07,E,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",13,2019,6
2019-0763,DIVI,2019-06-24,2019-07-04,D,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",10,2019,6
2019-0764,DIVI,2019-06-24,2019-07-07,E,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",13,2019,6
2019-0765,DIVI,2019-06-24,2019-07-07,D,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",13,2019,6
2019-0766,DIVI,2019-06-24,2019-07-07,E,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",13,2019,6
2019-0767,DIVI,2019-06-24,2019-07-07,D,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",13,2019,6
2019-0768,DIVI,2019-06-24,2019-07-07,E,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",13,2019,6
2021-0054,PELE,2021-03-06,2021-03-06,D24,Yadkinville,NC,Yadkin,"YADKIN COUNTY, NC",0,2021,3
2019-0769,AMRO,2019-06-24,2019-06-24,D24,Elk Park,NC,Avery,"AVERY COUNTY, NC",0,2019,6
2019-0770,SYFL,2019-06-24,2019-06-24,D24,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",0,2019,6
2019-0771,EUST,2019-06-24,2019-07-31,R,Crossnore,NC,UNKNOWN,"UNKNOWN COUNTY, NC",37,2019,6
2019-0772,TUTI,2019-06-24,2019-06-25,D24,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",1,2019,6
2019-0773,EABL,2019-06-24,2019-08-05,R,Hendersonville,NC,Henderson,"HENDERSON COUNTY, NC",42,2019,6
2019-0774,EABL,2019-06-24,2019-08-05,R,Hendersonville,NC,Henderson,"HENDERSON COUNTY, NC",42,2019,6
2019-0775,NOMO,2019-06-24,2019-07-24,R,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",30,2019,6
2019-0776,AMRO,2019-06-24,2019-07-25,E,Canton,NC,Haywood,"HAYWOOD COUNTY, NC",31,2019,6
2019-0777,PIWO,2019-06-24,2019-08-02,R,Tryon,NC,Polk,"POLK COUNTY, NC",39,2019,6
2019-0779,WOTH,2019-06-24,2019-06-30,D,Black Mountain,NC,Buncombe,"BUNCOMBE COUNTY, NC",6,2019,6
2019-0780,BRTH,2019-06-25,2019-06-25,D24,Banner Elk,NC,Avery,"AVERY COUNTY, NC",0,2019,6
2019-0782,CAWR,2019-06-25,2019-06-27,D,Hendersonville,NC,Henderson,"HENDERSON COUNTY, NC",2,2019,6
2019-0783,MODO,2019-06-25,2019-08-19,R,Etowah,NC,Henderson,"HENDERSON COUNTY, NC",55,2019,6
2019-0784,RBWO,2019-06-25,2019-06-27,D,Arden,NC,Buncombe,"BUNCOMBE COUNTY, NC",2,2019,6
2019-0786,EABL,2019-06-26,2019-08-05,R,Lenoir,NC,Caldwell,"CALDWELL COUNTY, NC",40,2019,6
2019-0787,BWHA,2019-06-26,2019-06-27,D24,Zionville,NC,Watauga,"WATAUGA COUNTY, NC",1,2019,6
2019-0789,EAPH,2019-06-26,2019-07-09,D,Vilas,NC,Watauga,"WATAUGA COUNTY, NC",13,2019,6
2019-0790,TRES,2019-06-26,2019-06-28,D,Banner Elk,NC,Avery,"AVERY COUNTY, NC",2,2019,6
2019-0791,SYFL,2019-06-26,2019-07-01,D,Burnsville,NC,Yancey,"YANCEY COUNTY, NC",5,2019,6
2019-0792,SYFL,2019-06-26,2019-07-03,D,Burnsville,NC,Yancey,"YANCEY COUNTY, NC",7,2019,6
2019-0793,SYFL,2019-06-26,2019-07-01,D,Burnsville,NC,Yancey,"YANCEY COUNTY, NC",5,2019,6
2019-0794,ELGU,2019-06-27,2019-07-04,R,Marshall,NC,Madison,"MADISON COUNTY, NC",7,2019,6
2019-0795,ODVI,2019-06-27,2019-06-27,T,Hampton,TN,Madison,TN,0,2019,6
2019-0796,ODVI,2019-06-27,2019-06-27,T,Hampton,TN,Madison,TN,0,2019,6
2019-0797,WBNU,2019-06-27,2019-06-27,DOA,Little Switzerland,NC,McDowell,"MCDOWELL COUNTY, NC",0,2019,6
2019-0798,BARS,2019-06-27,2019-07-05,D,Beech Mountain,NC,Avery,"AVERY COUNTY, NC",8,2019,6
2019-0799,CHSW,2019-06-27,2019-07-07,D,Clyde,NC,Haywood,"HAYWOOD COUNTY, NC",10,2019,6
2019-0800,CHSW,2019-06-27,2019-08-07,R,Clyde,NC,Haywood,"HAYWOOD COUNTY, NC",41,2019,6
2019-0801,CHSW,2019-06-27,2019-08-07,R,Clyde,NC,Haywood,"HAYWOOD COUNTY, NC",41,2019,6
2019-0802,CHSW,2019-06-27,2019-07-03,D,Clyde,NC,Haywood,"HAYWOOD COUNTY, NC",6,2019,6
2019-0803,CHSW,2019-06-27,2019-08-07,R,Clyde,NC,Haywood,"HAYWOOD COUNTY, NC",41,2019,6
2019-0804,CAWR,2019-06-27,2019-07-03,D,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",6,2019,6
2019-0805,ODVI,2019-06-27,2019-06-27,T,Newland,NC,Avery,"AVERY COUNTY, NC",0,2019,6
2019-0806,CAGO,2019-06-27,2019-07-30,T,,NC,UNKNOWN,"UNKNOWN COUNTY, NC",33,2019,6
2019-0807,RTHA,2019-06-27,2019-07-16,R,,NC,Haywood,"HAYWOOD COUNTY, NC",19,2019,6
2019-0808,AMRO,2019-06-27,2019-06-28,D24,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",1,2019,6
2019-0809,MODO,2019-06-27,2019-06-28,D24,Hendersonville,NC,Henderson,"HENDERSON COUNTY, NC",1,2019,6
2019-0810,GRCA,2019-06-27,2019-07-28,R,Asheville,NC,Buncombe,"BUNCOMBE COUNTY, NC",31,2019,6
2019-0811,SYFL,2019-06-27,2019-07-01,R,Elk park,NC,UNKNOWN,"UNKNOWN COUNTY, NC",4,2019,6
2019-0812,HOFI,2019-06-28,2019-07-28,R,Morganton,NC,Burke,"BURKE COUNTY, NC",30,2019,6
2019-0813,HOFI,2019-06-28,2019-07-28,R,Morganton,NC,Burke,"BURKE COUNTY, NC",30,2019,6
2019-0814,HOFI,2019-06-28,2019-07-13,D,Morganton,NC,Burke,"BURKE COUNTY, NC",15,2019,6
2019-0815,HOFI,2019-06-28,2019-07-16,ESC,Morganton,NC,Burke,"BURKE COUNTY, NC",18,2019,6
2019-0816,CHSW,2019-06-28,2019-07-19,R,Pisgah Forest,NC,Transylvania,"TRANSYLVANIA COUNTY, NC",21,2019,6
2019-0817,CHSW,2019-06-28,2019-07-19,R,Pisgah Forest,NC,Transylvania,"TRANSYLVANIA COUNTY, NC",21,2019,6
2019-0818,CHSW,2019-06-28,2019-07-19,R,Pisgah Forest,NC,Transylvania,"TRANSYLVANIA COUNTY, NC",21,2019,6
2019-0819,CHSW,2019-06-28,2019-07-19,R,Pisgah Forest,NC,Transylvania,"TRANSYLVANIA COUNTY, NC",21,2019,6
2019-0820,CHSW,2019-06-28,2019-07-19,R,Pisgah Forest,NC,Transylvania,"TRANSYLVANIA COUNTY, NC",21,2019,6
2019-0821,GBHE,2019-06-28,2019-06-28,D24,Linville,NC,Avery,"AVERY COUNTY, NC",0,2019,6
2019-0822,AMKE,2019-06-28,2019-07-02,T,Shelby,NC,Cleveland,"CLEVELAND COUNTY, NC",4,2019,6
2019-0823,SYFL,2019-06-28,2019-06-28,DOA,Montezuma,NC,Avery,"AVERY COUNTY, NC",0,2019,6
2019-0825,ODVI,2019-06-29,2019-06-29,T,Blowing Rock,NC,Watauga,"WATAUGA COUNTY, NC",0,2019,6
2019-0826,SYFL,2019-06-29,2019-06-30,D24,Wilkesboro,NC,Wilkes,"WILKES COUNTY, NC",1,2019,6
2019-0902,TUVU,2019-07-04,2019-07-04,E24,Morganton,NC,Burke,"BURKE COUNTY, NC",0,2019,7
2019-1201,HOSP,2019-08-05,2019-10-11,R,Banner Elk,NC,Avery,"AVERY COUNTY, NC",67,2019,8
2019-0827,DIVI,2019-06-30,2020-02-07,D,Newland,NC,Avery,"AVERY COUNTY, NC",222,2019,6
2019-0829,BARS,2019-07-01,2019-07-28,R,Old Fort,NC,McDowell,"MCDOWELL COUNTY, NC",27,2019,7
2019-0830,BARS,2019-07-01,2019-07-28,R,Old Fort,NC,McDowell,"MCDOWELL COUNTY, NC",27,2019,7
2019-0831,BARS,2019-07-01,2019-08-02,R,Old Fort,NC,Mcdowell,"MCDOWELL COUNTY, NC",32,2019,7
